Gene Ensembl ID,2020 Gene Name,2024 Gene Name,2020 Gene Type,2024 Gene Type
ENSMUSG00000076485,Trbj1-3,Trbj1-3,protein_coding,protein_coding
ENSMUSG00000076486,Trbj1-4,Trbj1-4,protein_coding,protein_coding
ENSMUSG00000076487,Trbj1-5,Trbj1-5,protein_coding,protein_coding
ENSMUSG00000076488,Trbj1-6,Trbj1-6,protein_coding,protein_coding
ENSMUSG00000076489,Trbj1-7,Trbj1-7,protein_coding,protein_coding
ENSMUSG00000076490,Trbc1,Trbc1,protein_coding,protein_coding
ENSMUSG00000076492,Trbj2-1,Trbj2-1,protein_coding,protein_coding
ENSMUSG00000076493,Trbj2-2,Trbj2-2,protein_coding,protein_coding
ENSMUSG00000076494,Trbj2-3,Trbj2-3,protein_coding,protein_coding
ENSMUSG00000076495,Trbj2-4,Trbj2-4,protein_coding,protein_coding
ENSMUSG00000076496,Trbj2-5,Trbj2-5,protein_coding,protein_coding
ENSMUSG00000076497,Trbj2-7,Trbj2-7,protein_coding,protein_coding
ENSMUSG00000076498,Trbc2,Trbc2,protein_coding,protein_coding
ENSMUSG00000076499,Trbv31,Trbv31,protein_coding,protein_coding
ENSMUSG00000076500,Gm20730,Gm20730,protein_coding,protein_coding
ENSMUSG00000076501,Igkv2-137,Igkv2-137,protein_coding,protein_coding
ENSMUSG00000076505,Igkv1-131,Igkv1-131,protein_coding,protein_coding
ENSMUSG00000076508,Igkv17-127,Igkv17-127,protein_coding,protein_coding
ENSMUSG00000076512,Igkv9-123,Igkv9-123,protein_coding,protein_coding
ENSMUSG00000076514,Igkv17-121,Igkv17-121,protein_coding,protein_coding
ENSMUSG00000076518,Igkv2-112,Igkv2-112,protein_coding,protein_coding
ENSMUSG00000076522,Igkv16-104,Igkv16-104,protein_coding,protein_coding
ENSMUSG00000076523,Igkv15-103,Igkv15-103,protein_coding,protein_coding
ENSMUSG00000076525,Igkv1-99,Igkv1-99,protein_coding,protein_coding
ENSMUSG00000076526,Igkv12-98,Igkv12-98,protein_coding,protein_coding
ENSMUSG00000076530,Igkv11-106,Igkv11-106,,
ENSMUSG00000076531,Igkv4-92,Igkv4-92,protein_coding,protein_coding
ENSMUSG00000076532,Igkv4-91,Igkv4-91,protein_coding,protein_coding
ENSMUSG00000076533,Igkv4-90,Igkv4-90,protein_coding,protein_coding
ENSMUSG00000076534,Igkv12-89,Igkv12-89,protein_coding,protein_coding
ENSMUSG00000076535,Igkv1-88,Igkv1-88,protein_coding,protein_coding
ENSMUSG00000076536,Igkv4-86,Igkv4-86,protein_coding,protein_coding
ENSMUSG00000076538,Igkv13-84,Igkv13-84,protein_coding,protein_coding
ENSMUSG00000076539,Igkv4-81,Igkv4-81,protein_coding,protein_coding
ENSMUSG00000076540,Igkv4-80,Igkv4-80,protein_coding,protein_coding
ENSMUSG00000076541,Igkv4-79,Igkv4-79,protein_coding,protein_coding
ENSMUSG00000076543,Igkv4-74,Igkv4-74,protein_coding,protein_coding
ENSMUSG00000076545,Igkv4-72,Igkv4-72,protein_coding,protein_coding
ENSMUSG00000076547,Igkv4-70,Igkv4-70,protein_coding,protein_coding
ENSMUSG00000076548,Igkv4-69,Igkv4-69,protein_coding,protein_coding
ENSMUSG00000076549,Igkv4-68,Igkv4-68,protein_coding,protein_coding
ENSMUSG00000076550,Igkv4-63,Igkv4-63,protein_coding,protein_coding
ENSMUSG00000076552,Igkv4-61,Igkv4-61,protein_coding,protein_coding
ENSMUSG00000076555,Igkv4-57-1,Igkv4-57-1,protein_coding,protein_coding
ENSMUSG00000076556,Igkv4-57,Igkv4-57,protein_coding,protein_coding
ENSMUSG00000076557,Igkv4-83,Igkv4-83,,
ENSMUSG00000076562,Igkv4-50,Igkv4-50,protein_coding,protein_coding
ENSMUSG00000076563,Igkv5-48,Igkv5-48,protein_coding,protein_coding
ENSMUSG00000076564,Igkv12-46,Igkv12-46,protein_coding,protein_coding
ENSMUSG00000076569,Igkv5-39,Igkv5-39,protein_coding,protein_coding
ENSMUSG00000076570,Igkv12-38,Igkv12-38,protein_coding,protein_coding
ENSMUSG00000076571,Igkv5-37,Igkv5-37,protein_coding,protein_coding
ENSMUSG00000076572,Igkv18-36,Igkv18-36,protein_coding,protein_coding
ENSMUSG00000076573,Igkv1-35,Igkv1-35,protein_coding,protein_coding
ENSMUSG00000076575,Igkv7-33,Igkv7-33,protein_coding,protein_coding
ENSMUSG00000076576,Igkv6-32,Igkv6-32,protein_coding,protein_coding
ENSMUSG00000076577,Igkv8-30,Igkv8-30,protein_coding,protein_coding
ENSMUSG00000076578,Igkv6-29,Igkv6-29,protein_coding,protein_coding
ENSMUSG00000076580,Igkv8-27,Igkv8-27,protein_coding,protein_coding
ENSMUSG00000076581,Igkv8-26,Igkv8-26,protein_coding,protein_coding
ENSMUSG00000076583,Igkv8-24,Igkv8-24,protein_coding,protein_coding
ENSMUSG00000076586,Igkv8-21,Igkv8-21,protein_coding,protein_coding
ENSMUSG00000076587,Igkv6-20,Igkv6-20,protein_coding,protein_coding
ENSMUSG00000076589,Igkv8-18,Igkv8-18,protein_coding,protein_coding
ENSMUSG00000076591,Igkv8-16,Igkv8-16,protein_coding,protein_coding
ENSMUSG00000076594,Igkv6-13,Igkv6-13,protein_coding,protein_coding
ENSMUSG00000076596,Igkv3-10,Igkv3-10,protein_coding,protein_coding
ENSMUSG00000076598,Igkv3-7,Igkv3-7,protein_coding,protein_coding
ENSMUSG00000076604,Igkj1,Igkj1,protein_coding,protein_coding
ENSMUSG00000076605,Igkj2,Igkj2,protein_coding,protein_coding
ENSMUSG00000076606,Igkj3,Igkj3,protein_coding,protein_coding
ENSMUSG00000076607,Igkj4,Igkj4,protein_coding,protein_coding
ENSMUSG00000076608,Igkj5,Igkj5,protein_coding,protein_coding
ENSMUSG00000076609,Igkc,Igkc,protein_coding,protein_coding
ENSMUSG00000076612,Ighg2c,Ighg2c,protein_coding,protein_coding
ENSMUSG00000076613,Ighg2b,Ighg2b,protein_coding,protein_coding
ENSMUSG00000076614,Ighg1,Ighg1,protein_coding,protein_coding
ENSMUSG00000076615,Ighg3,Ighg3,protein_coding,protein_coding
ENSMUSG00000076617,Ighm,Ighm,protein_coding,protein_coding
ENSMUSG00000076618,Ighj4,Ighj4,protein_coding,protein_coding
ENSMUSG00000076619,Ighj3,Ighj3,protein_coding,protein_coding
ENSMUSG00000076620,Ighj2,Ighj2,protein_coding,protein_coding
ENSMUSG00000076621,Ighj1,Ighj1,protein_coding,protein_coding
ENSMUSG00000076630,Ighd1-1,Ighd1-1,protein_coding,protein_coding
ENSMUSG00000076632,Gm16968,Gm16968,protein_coding,protein_coding
ENSMUSG00000076633,Ighv5-2,Ighv5-2,protein_coding,protein_coding
ENSMUSG00000076646,Ighv2-6-8,Ighv2-6-8,protein_coding,protein_coding
ENSMUSG00000076652,Ighv7-3,Ighv7-3,protein_coding,protein_coding
ENSMUSG00000076653,Ighv7-2,Ighv7-2,protein_coding,protein_coding
ENSMUSG00000076655,Ighv4-1,Ighv4-1,protein_coding,protein_coding
ENSMUSG00000076661,Ighv16-1,Ighv16-1,protein_coding,protein_coding
ENSMUSG00000076665,Ighv7-1,Ighv7-1,protein_coding,protein_coding
ENSMUSG00000076666,Ighv14-4,Ighv14-4,protein_coding,protein_coding
ENSMUSG00000076668,Ighv7-4,Ighv7-4,protein_coding,protein_coding
ENSMUSG00000076670,Ighv3-5,Ighv3-5,protein_coding,protein_coding
ENSMUSG00000076671,Ighv13-2,Ighv13-2,protein_coding,protein_coding
ENSMUSG00000076672,Ighv3-6,Ighv3-6,protein_coding,protein_coding
ENSMUSG00000076674,Ighv3-8,Ighv3-8,protein_coding,protein_coding
ENSMUSG00000076676,Ighv12-3,Ighv12-3,protein_coding,protein_coding
ENSMUSG00000076677,Ighv6-3,Ighv6-3,protein_coding,protein_coding
ENSMUSG00000076680,Ighv6-6,Ighv6-6,protein_coding,protein_coding
ENSMUSG00000076688,Ighv15-2,Ighv15-2,protein_coding,protein_coding
ENSMUSG00000076695,Ighv1-18,Ighv1-18,protein_coding,protein_coding
ENSMUSG00000076709,Ighv1-47,Ighv1-47,protein_coding,protein_coding
ENSMUSG00000076710,Ighv1-49,Ighv1-49,protein_coding,protein_coding
ENSMUSG00000076731,Ighv8-12,Ighv8-12,protein_coding,protein_coding
ENSMUSG00000076733,Ighv8-13,Ighv8-13,protein_coding,protein_coding
ENSMUSG00000076744,Tcrg-V7,Trgv7,protein_coding,protein_coding
ENSMUSG00000076745,Tcrg-V4,Trgv4,protein_coding,protein_coding
ENSMUSG00000076746,Tcrg-V6,Trgv6,protein_coding,protein_coding
ENSMUSG00000076747,Tcrg-V5,Trgv5,protein_coding,protein_coding
ENSMUSG00000076749,Tcrg-C1,Trgc1,protein_coding,protein_coding
ENSMUSG00000076750,Tcrg-V3,Trgv3,protein_coding,protein_coding
ENSMUSG00000076752,Tcrg-C2,Trgc2,protein_coding,protein_coding
ENSMUSG00000076754,Trgv2,Trgv2,protein_coding,protein_coding
ENSMUSG00000076755,Tcrg-V1,Trgv1,protein_coding,protein_coding
ENSMUSG00000076757,Tcrg-C4,Trgc4,protein_coding,protein_coding
ENSMUSG00000076758,Trav1,Trav1,protein_coding,protein_coding
ENSMUSG00000076759,Trav2,Trav2,protein_coding,protein_coding
ENSMUSG00000076760,Trav3-1,Trav3-1,protein_coding,protein_coding
ENSMUSG00000076761,Trav5-1,Trav5-1,protein_coding,protein_coding
ENSMUSG00000076762,Trav6-1,Trav6-1,protein_coding,protein_coding
ENSMUSG00000076764,Trav6-2,Trav6-2,protein_coding,protein_coding
ENSMUSG00000076770,Trav8d-1,Trav8d-1,protein_coding,protein_coding
ENSMUSG00000076778,Trav13d-1,Trav13d-1,protein_coding,protein_coding
ENSMUSG00000076795,Trav8d-2,Trav8d-2,protein_coding,protein_coding
ENSMUSG00000076796,Trav16d-dv11,Trav16d-dv11,protein_coding,protein_coding
ENSMUSG00000076800,Trav6n-5,Trav6n-5,protein_coding,protein_coding
ENSMUSG00000076802,Trav6n-6,Trav6n-6,protein_coding,protein_coding
ENSMUSG00000076821,Trav8n-2,Trav8n-2,protein_coding,protein_coding
ENSMUSG00000076822,Trav16n,Trav16n,protein_coding,protein_coding
ENSMUSG00000076823,Trav13n-4,Trav13n-4,protein_coding,protein_coding
ENSMUSG00000076824,Trav14n-3,Trav14n-3,protein_coding,protein_coding
ENSMUSG00000076826,Trav4-2,Trav4-2,protein_coding,protein_coding
ENSMUSG00000076831,Trav8-1,Trav8-1,protein_coding,protein_coding
ENSMUSG00000076839,Trav13-1,Trav13-1,protein_coding,protein_coding
ENSMUSG00000076840,Trav14-1,Trav14-1,protein_coding,protein_coding
ENSMUSG00000076846,Trav13-2,Trav13-2,protein_coding,protein_coding
ENSMUSG00000076848,Trav15-2-dv6-2,Trav15-2-dv6-2,protein_coding,protein_coding
ENSMUSG00000076855,Trav16,Trav16,protein_coding,protein_coding
ENSMUSG00000076858,Trav3-4,Trav3-4,protein_coding,protein_coding
ENSMUSG00000076861,Trav18,Trav18,protein_coding,protein_coding
ENSMUSG00000076862,Trav19,Trav19,protein_coding,protein_coding
ENSMUSG00000076863,Trav21-dv12,Trav21-dv12,protein_coding,protein_coding
ENSMUSG00000076864,Trdv1,Trdv1,protein_coding,protein_coding
ENSMUSG00000076865,Trdv2-1,Trdv2-1,protein_coding,protein_coding
ENSMUSG00000076866,Trdv2-2,Trdv2-2,protein_coding,protein_coding
ENSMUSG00000076867,Trdv4,Trdv4,protein_coding,protein_coding
ENSMUSG00000076870,Trdj1,Trdj1,protein_coding,protein_coding
ENSMUSG00000076871,Trdj2,Trdj2,protein_coding,protein_coding
ENSMUSG00000076873,Trdv5,Trdv5,protein_coding,protein_coding
ENSMUSG00000076874,Traj59,Traj59,protein_coding,protein_coding
ENSMUSG00000076875,Traj58,Traj58,protein_coding,protein_coding
ENSMUSG00000076876,Traj57,Traj57,protein_coding,protein_coding
ENSMUSG00000076877,Traj56,Traj56,protein_coding,protein_coding
ENSMUSG00000076878,Traj53,Traj53,protein_coding,protein_coding
ENSMUSG00000076879,Traj52,Traj52,protein_coding,protein_coding
ENSMUSG00000076880,Traj51,Traj51,,
ENSMUSG00000076881,Traj50,Traj50,protein_coding,protein_coding
ENSMUSG00000076882,Traj49,Traj49,protein_coding,protein_coding
ENSMUSG00000076883,Traj48,Traj48,protein_coding,protein_coding
ENSMUSG00000076884,Traj46,Traj46,protein_coding,protein_coding
ENSMUSG00000076885,Traj45,Traj45,protein_coding,protein_coding
ENSMUSG00000076886,Traj44,Traj44,protein_coding,protein_coding
ENSMUSG00000076887,Traj43,Traj43,protein_coding,protein_coding
ENSMUSG00000076888,Traj42,Traj42,protein_coding,protein_coding
ENSMUSG00000076889,Traj41,Traj41,protein_coding,protein_coding
ENSMUSG00000076890,Traj40,Traj40,protein_coding,protein_coding
ENSMUSG00000076891,Traj39,Traj39,protein_coding,protein_coding
ENSMUSG00000076892,Traj38,Traj38,protein_coding,protein_coding
ENSMUSG00000076893,Traj37,Traj37,protein_coding,protein_coding
ENSMUSG00000076894,Traj35,Traj35,protein_coding,protein_coding
ENSMUSG00000076895,Traj34,Traj34,protein_coding,protein_coding
ENSMUSG00000076896,Traj33,Traj33,protein_coding,protein_coding
ENSMUSG00000076897,Traj32,Traj32,protein_coding,protein_coding
ENSMUSG00000076898,Traj31,Traj31,protein_coding,protein_coding
ENSMUSG00000076899,Traj30,Traj30,protein_coding,protein_coding
ENSMUSG00000076900,Traj29,Traj29,protein_coding,protein_coding
ENSMUSG00000076901,Traj28,Traj28,protein_coding,protein_coding
ENSMUSG00000076902,Traj27,Traj27,protein_coding,protein_coding
ENSMUSG00000076903,Traj26,Traj26,protein_coding,protein_coding
ENSMUSG00000076904,Traj25,Traj25,protein_coding,protein_coding
ENSMUSG00000076905,Traj24,Traj24,protein_coding,protein_coding
ENSMUSG00000076906,Traj23,Traj23,protein_coding,protein_coding
ENSMUSG00000076907,Traj22,Traj22,protein_coding,protein_coding
ENSMUSG00000076908,Traj21,Traj21,protein_coding,protein_coding
ENSMUSG00000076909,Traj20,Traj20,protein_coding,protein_coding
ENSMUSG00000076910,Traj19,Traj19,protein_coding,protein_coding
ENSMUSG00000076911,Traj18,Traj18,protein_coding,protein_coding
ENSMUSG00000076912,Traj17,Traj17,protein_coding,protein_coding
ENSMUSG00000076913,Traj16,Traj16,protein_coding,protein_coding
ENSMUSG00000076914,Traj15,Traj15,protein_coding,protein_coding
ENSMUSG00000076915,Traj14,Traj14,,
ENSMUSG00000076916,Traj13,Traj13,protein_coding,protein_coding
ENSMUSG00000076917,Traj12,Traj12,protein_coding,protein_coding
ENSMUSG00000076918,Traj11,Traj11,protein_coding,protein_coding
ENSMUSG00000076919,Traj9,Traj9,protein_coding,protein_coding
ENSMUSG00000076920,Traj8,Traj8,,
ENSMUSG00000076921,Traj7,Traj7,protein_coding,protein_coding
ENSMUSG00000076922,Traj6,Traj6,protein_coding,protein_coding
ENSMUSG00000076923,Traj5,Traj5,protein_coding,protein_coding
ENSMUSG00000076924,Traj4,Traj4,protein_coding,protein_coding
ENSMUSG00000076925,Traj3,Traj3,protein_coding,protein_coding
ENSMUSG00000076926,Traj2,Traj2,protein_coding,protein_coding
ENSMUSG00000076927,Traj1,Traj1,,
ENSMUSG00000076928,Trac,Trac,protein_coding,protein_coding
ENSMUSG00000076934,Iglv1,Iglv1,protein_coding,protein_coding
ENSMUSG00000076937,Iglc2,Iglc2,protein_coding,protein_coding
ENSMUSG00000076939,Iglv3,Iglv3,protein_coding,protein_coding
ENSMUSG00000076940,Iglv2,Iglv2,protein_coding,protein_coding
ENSMUSG00000077450,Rab11b,Rab11b,protein_coding,protein_coding
ENSMUSG00000078080,Olfr585,Or51f1e,protein_coding,protein_coding
ENSMUSG00000078116,Olfr828,Or7g16,protein_coding,protein_coding
ENSMUSG00000078118,Olfr483,Or5p59,protein_coding,protein_coding
ENSMUSG00000078122,F630028O10Rik,F630028O10Rik,lncRNA,lncRNA
ENSMUSG00000078127,Fam170b,Fam170b,protein_coding,protein_coding
ENSMUSG00000078129,Actl10,Actl10,protein_coding,protein_coding
ENSMUSG00000078130,Gm11555,Gm11555,protein_coding,protein_coding
ENSMUSG00000078131,Krtap1-3,Krtap1-3,protein_coding,protein_coding
ENSMUSG00000078132,Gm11939,Gm11939,protein_coding,protein_coding
ENSMUSG00000078137,Ankrd63,Ankrd63,protein_coding,protein_coding
ENSMUSG00000078139,AK157302,AK157302,protein_coding,protein_coding
ENSMUSG00000078143,Gm17344,Gm17344,lncRNA,lncRNA
ENSMUSG00000078144,Capns2,Capns2,protein_coding,protein_coding
ENSMUSG00000078153,Psme2b,Psme2b,protein_coding,protein_coding
ENSMUSG00000078154,Gm12184,Gm12184,protein_coding,protein_coding
ENSMUSG00000078157,4931440F15Rik,Fem1al,protein_coding,protein_coding
ENSMUSG00000078161,Erich3,Erich3,protein_coding,protein_coding
ENSMUSG00000078173,Lenep,Lenep,protein_coding,protein_coding
ENSMUSG00000078179,Rnf148,Rnf148,protein_coding,protein_coding
ENSMUSG00000078184,Rbm8a2,Rbm8a2,protein_coding,protein_coding
ENSMUSG00000078185,Chml,Chml,protein_coding,protein_coding
ENSMUSG00000078190,Dnm3os,Dnm3os,lncRNA,lncRNA
ENSMUSG00000078193,Gm2000,Gm2000,protein_coding,protein_coding
ENSMUSG00000078197,Gm17374,,protein_coding,
ENSMUSG00000078198,Olfr364-ps1,Or1l4b,protein_coding,protein_coding
ENSMUSG00000078201,Tmem203,Tmem203,protein_coding,protein_coding
ENSMUSG00000078202,Nrarp,Nrarp,protein_coding,protein_coding
ENSMUSG00000078206,Fthl17d,Fthl17d,protein_coding,protein_coding
ENSMUSG00000078208,Fthl17b,Fthl17b,protein_coding,protein_coding
ENSMUSG00000078213,Btbd35f4,Btbd35f4,protein_coding,protein_coding
ENSMUSG00000078218,Btbd35f3,Btbd35f3,protein_coding,protein_coding
ENSMUSG00000078234,Klhdc7a,Klhdc7a,protein_coding,protein_coding
ENSMUSG00000078235,Fam43b,Fam43b,protein_coding,protein_coding
ENSMUSG00000078240,Gm3550,Gm3550,protein_coding,protein_coding
ENSMUSG00000078247,Airn,Airn,lncRNA,lncRNA
ENSMUSG00000078249,Hmga1b,Hmga1b,protein_coding,protein_coding
ENSMUSG00000078252,Krtap17-1,Krtap17-1,protein_coding,protein_coding
ENSMUSG00000078253,Krtap16-1,Krtap16-1,protein_coding,protein_coding
ENSMUSG00000078254,Krtap29-1,Krtap29-1,protein_coding,protein_coding
ENSMUSG00000078255,Krtap9-5,Krtap9-5,protein_coding,protein_coding
ENSMUSG00000078256,Gm11565,Gm11565,protein_coding,protein_coding
ENSMUSG00000078257,2300003K06Rik,2300003K06Rik,protein_coding,protein_coding
ENSMUSG00000078258,Gm11564,Gm11564,protein_coding,protein_coding
ENSMUSG00000078259,Gm11554,Gm11554,protein_coding,protein_coding
ENSMUSG00000078260,Gm11569,Gm11569,protein_coding,protein_coding
ENSMUSG00000078261,Gm11596,Gm11596,protein_coding,protein_coding
ENSMUSG00000078262,Krtap4-9,Krtap4-9,protein_coding,protein_coding
ENSMUSG00000078269,Gm14180,Gm14180,protein_coding,protein_coding
ENSMUSG00000078276,Gm14190,Gm14190,protein_coding,protein_coding
ENSMUSG00000078280,Tas2r122,Tas2r122,protein_coding,protein_coding
ENSMUSG00000078302,Foxd1,Foxd1,protein_coding,protein_coding
ENSMUSG00000078307,AI593442,AI593442,protein_coding,protein_coding
ENSMUSG00000078308,Gm47854,Gm47854,lncRNA,lncRNA
ENSMUSG00000078314,Gm14762,Gm14762,lncRNA,lncRNA
ENSMUSG00000078315,Fam47c,Fam47c,protein_coding,protein_coding
ENSMUSG00000078317,F8a,F8a,protein_coding,protein_coding
ENSMUSG00000078320,Tex13c1,Tex13c1,protein_coding,protein_coding
ENSMUSG00000078324,Btbd35f14,Btbd35f14,protein_coding,protein_coding
ENSMUSG00000078346,H2al1n,H2al1n,protein_coding,protein_coding
ENSMUSG00000078348,Sf3b5,Sf3b5,protein_coding,protein_coding
ENSMUSG00000078349,AW011738,AW011738,lncRNA,lncRNA
ENSMUSG00000078350,Smim1,Smim1,protein_coding,protein_coding
ENSMUSG00000078354,Ifna2,Ifna2,protein_coding,protein_coding
ENSMUSG00000078355,Ifna16,Ifna16,protein_coding,protein_coding
ENSMUSG00000078365,Mos,Mos,protein_coding,protein_coding
ENSMUSG00000078420,Olfr141,Or5t18,protein_coding,protein_coding
ENSMUSG00000078427,Sarnp,Sarnp,protein_coding,protein_coding
ENSMUSG00000078429,Ctdsp2,Ctdsp2,protein_coding,protein_coding
ENSMUSG00000078435,AU041133,AU041133,protein_coding,protein_coding
ENSMUSG00000078439,Smim24,Smim24,protein_coding,protein_coding
ENSMUSG00000078440,Dohh,Dohh,protein_coding,protein_coding
ENSMUSG00000078442,Ccdc105,Ccdc105,protein_coding,protein_coding
ENSMUSG00000078444,Gm10941,Gm10941,lncRNA,lncRNA
ENSMUSG00000078451,Ppil6,Ppil6,protein_coding,protein_coding
ENSMUSG00000078452,Raet1d,Raet1d,protein_coding,protein_coding
ENSMUSG00000078453,Abracl,Abracl,protein_coding,protein_coding
ENSMUSG00000078481,Gm10944,,protein_coding,
ENSMUSG00000078485,Plekhn1,Plekhn1,protein_coding,protein_coding
ENSMUSG00000078486,Perm1,Perm1,protein_coding,protein_coding
ENSMUSG00000078487,Ankrd65,Ankrd65,protein_coding,protein_coding
ENSMUSG00000078488,Gm10945,,protein_coding,
ENSMUSG00000078489,Gm17106,Gm17106,lncRNA,lncRNA
ENSMUSG00000078490,Cfap74,Cfap74,protein_coding,protein_coding
ENSMUSG00000078491,Gm13090,Gm13090,protein_coding,lncRNA
ENSMUSG00000078492,1700045H11Rik,1700045H11Rik,lncRNA,lncRNA
ENSMUSG00000078494,Gm13201,Gm13201,lncRNA,lncRNA
ENSMUSG00000078495,Zfp984,Zfp984,protein_coding,protein_coding
ENSMUSG00000078496,Zfp982,Zfp982,protein_coding,protein_coding
ENSMUSG00000078497,Zfp978,Zfp978,protein_coding,protein_coding
ENSMUSG00000078498,Zfp988,Zfp988,protein_coding,protein_coding
ENSMUSG00000078500,Zfp986,Zfp986,protein_coding,protein_coding
ENSMUSG00000078502,Gm13212,Zfp268,protein_coding,protein_coding
ENSMUSG00000078503,Zfp990,Zfp990,protein_coding,protein_coding
ENSMUSG00000078504,Gm438,Aadacl4fm5,protein_coding,protein_coding
ENSMUSG00000078505,Gm436,Aadacl4fm4,protein_coding,protein_coding
ENSMUSG00000078506,Gm13124,Aadacl4fm2,protein_coding,protein_coding
ENSMUSG00000078507,Aadacl3,Aadacl3,protein_coding,protein_coding
ENSMUSG00000078508,Gm13128,Pramel30,protein_coding,protein_coding
ENSMUSG00000078509,Pramef17,Pramel14,protein_coding,protein_coding
ENSMUSG00000078510,Gm13101,Pramel28,protein_coding,protein_coding
ENSMUSG00000078511,Pramef25,Pramel16,protein_coding,protein_coding
ENSMUSG00000078512,Pramef6,Pramel11,protein_coding,protein_coding
ENSMUSG00000078513,Gm13088,Pramel22,protein_coding,protein_coding
ENSMUSG00000078515,Ddi2,Ddi2,protein_coding,protein_coding
ENSMUSG00000078517,Emc1,Emc1,protein_coding,protein_coding
ENSMUSG00000078518,Gm13030,Gm13030,protein_coding,protein_coding
ENSMUSG00000078519,2310026L22Rik,2310026L22Rik,lncRNA,lncRNA
ENSMUSG00000078520,Cela3a,Cela3a,protein_coding,protein_coding
ENSMUSG00000078521,Aunip,Aunip,protein_coding,protein_coding
ENSMUSG00000078531,Gm831,Gm831,lncRNA,lncRNA
ENSMUSG00000078532,Nkain1,Nkain1,protein_coding,protein_coding
ENSMUSG00000078537,B020031M17Rik,B020031M17Rik,protein_coding,protein_coding
ENSMUSG00000078546,Zfp995,Zfp995,protein_coding,protein_coding
ENSMUSG00000078552,Dcdc2b,Dcdc2b,protein_coding,protein_coding
ENSMUSG00000078554,Fam229a,Fam229a,protein_coding,protein_coding
ENSMUSG00000078566,Bnip3,Bnip3,protein_coding,protein_coding
ENSMUSG00000078570,1110065P20Rik,1110065P20Rik,protein_coding,protein_coding
ENSMUSG00000078572,Ndufaf8,Ndufaf8,protein_coding,protein_coding
ENSMUSG00000078575,Gm12887,Gm12887,protein_coding,protein_coding
ENSMUSG00000078576,Gm12886,Gm12886,protein_coding,protein_coding
ENSMUSG00000078577,Tmco2,Tmco2,protein_coding,protein_coding
ENSMUSG00000078578,Ube2d3,Ube2d3,protein_coding,protein_coding
ENSMUSG00000078580,E430018J23Rik,E430018J23Rik,protein_coding,protein_coding
ENSMUSG00000078584,AU022252,AU022252,protein_coding,protein_coding
ENSMUSG00000078588,Ccdc24,Ccdc24,protein_coding,protein_coding
ENSMUSG00000078590,Gm10959,,protein_coding,
ENSMUSG00000078591,Hs3st4,Hs3st4,protein_coding,protein_coding
ENSMUSG00000078593,1700042G07Rik,P3r3urf,protein_coding,protein_coding
ENSMUSG00000078597,Cyp4a12b,Cyp4a12b,protein_coding,protein_coding
